Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Salamanca;Partos/camas de obstetricia;1992;49,67
Salamanca;Partos/camas de obstetricia;1991;49,57
Salamanca;Necropsias/1.000 fallecidos;2000;..
Salamanca;Necropsias/1.000 fallecidos;1999;..
Salamanca;Necropsias/1.000 fallecidos;1998;..
Salamanca;Necropsias/1.000 fallecidos;1997;22,87
Salamanca;Necropsias/1.000 fallecidos;1996;22,85
Salamanca;Necropsias/1.000 fallecidos;1995;22,36
Salamanca;Necropsias/1.000 fallecidos;1994;24,89
Salamanca;Necropsias/1.000 fallecidos;1993;29,92
Salamanca;Necropsias/1.000 fallecidos;1992;35,66
Salamanca;Necropsias/1.000 fallecidos;1991;30,75
Segovia;Grado de ocupación;2000;..
Segovia;Grado de ocupación;1999;..
Segovia;Grado de ocupación;1998;..
Segovia;Grado de ocupación;1997;73,71
Segovia;Grado de ocupación;1996;74,66
Segovia;Grado de ocupación;1995;71,44
Segovia;Grado de ocupación;1994;73,26
Segovia;Grado de ocupación;1993;74,94
Segovia;Grado de ocupación;1992;75,71
Segovia;Grado de ocupación;1991;82,12
Segovia;Promedio de estancias/enfermo;2000;..
Segovia;Promedio de estancias/enfermo;1999;..
Segovia;Promedio de estancias/enfermo;1998;..
Segovia;Promedio de estancias/enfermo;1997;9,21
Segovia;Promedio de estancias/enfermo;1996;8,58
Segovia;Promedio de estancias/enfermo;1995;10,19
Segovia;Promedio de estancias/enfermo;1994;9,18
Segovia;Promedio de estancias/enfermo;1993;12,72
Segovia;Promedio de estancias/enfermo;1992;12,93
Segovia;Promedio de estancias/enfermo;1991;15,50
Segovia;Índice de rotación;2000;..
Segovia;Índice de rotación;1999;..
Segovia;Índice de rotación;1998;..
Segovia;Índice de rotación;1997;29,20
Segovia;Índice de rotación;1996;31,75
Segovia;Índice de rotación;1995;25,58
Segovia;Índice de rotación;1994;29,14
Segovia;Índice de rotación;1993;21,51
Segovia;Índice de rotación;1992;21,37
Segovia;Índice de rotación;1991;19,33
Segovia;Actos quirúrgicos/quirófano;2000;..
Segovia;Actos quirúrgicos/quirófano;1999;..
Segovia;Actos quirúrgicos/quirófano;1998;..
Segovia;Actos quirúrgicos/quirófano;1997;810,18
Segovia;Actos quirúrgicos/quirófano;1996;843,27
Segovia;Actos quirúrgicos/quirófano;1995;774,27
Segovia;Actos quirúrgicos/quirófano;1994;623,55
Segovia;Actos quirúrgicos/quirófano;1993;659,82
Segovia;Actos quirúrgicos/quirófano;1992;652,00
Segovia;Actos quirúrgicos/quirófano;1991;624,45
Segovia;Partos/camas de obstetricia;2000;..
Segovia;Partos/camas de obstetricia;1999;..
Segovia;Partos/camas de obstetricia;1998;..
Segovia;Partos/camas de obstetricia;1997;50,42
Segovia;Partos/camas de obstetricia;1996;47,25
Segovia;Partos/camas de obstetricia;1995;49,79
Segovia;Partos/camas de obstetricia;1994;42,21
Segovia;Partos/camas de obstetricia;1993;41,46
Segovia;Partos/camas de obstetricia;1992;46,50
Segovia;Partos/camas de obstetricia;1991;48,81
Segovia;Necropsias/1.000 fallecidos;2000;..
Segovia;Necropsias/1.000 fallecidos;1999;..
Segovia;Necropsias/1.000 fallecidos;1998;..
Segovia;Necropsias/1.000 fallecidos;1997;20,30
Segovia;Necropsias/1.000 fallecidos;1996;18,28
Segovia;Necropsias/1.000 fallecidos;1995;26,37
Segovia;Necropsias/1.000 fallecidos;1994;42,79
Segovia;Necropsias/1.000 fallecidos;1993;82,13
Segovia;Necropsias/1.000 fallecidos;1992;48,84
Segovia;Necropsias/1.000 fallecidos;1991;50,81
Soria;Grado de ocupación;2000;..
Soria;Grado de ocupación;1999;..
Soria;Grado de ocupación;1998;..
Soria;Grado de ocupación;1997;67,00
Soria;Grado de ocupación;1996;72,44
Soria;Grado de ocupación;1995;74,09
Soria;Grado de ocupación;1994;67,12
Soria;Grado de ocupación;1993;63,67
Soria;Grado de ocupación;1992;52,95
Soria;Grado de ocupación;1991;54,74
Soria;Promedio de estancias/enfermo;2000;..
Soria;Promedio de estancias/enfermo;1999;..
Soria;Promedio de estancias/enfermo;1998;..
Soria;Promedio de estancias/enfermo;1997;9,69
Soria;Promedio de estancias/enfermo;1996;9,73
Soria;Promedio de estancias/enfermo;1995;9,30
Soria;Promedio de estancias/enfermo;1994;9,99
Soria;Promedio de estancias/enfermo;1993;9,29
Soria;Promedio de estancias/enfermo;1992;9,06
Soria;Promedio de estancias/enfermo;1991;10,10
Soria;Índice de rotación;2000;..
Soria;Índice de rotación;1999;..
Soria;Índice de rotación;1998;..
Soria;Índice de rotación;1997;25,23
Soria;Índice de rotación;1996;27,19
Soria;Índice de rotación;1995;29,06
Soria;Índice de rotación;1994;24,53
Soria;Índice de rotación;1993;25,01
Soria;Índice de rotación;1992;21,33
Soria;Índice de rotación;1991;19,78
Soria;Actos quirúrgicos/quirófano;2000;..
Soria;Actos quirúrgicos/quirófano;1999;..
Soria;Actos quirúrgicos/quirófano;1998;..
Soria;Actos quirúrgicos/quirófano;1997;558,63
Soria;Actos quirúrgicos/quirófano;1996;644,43
Soria;Actos quirúrgicos/quirófano;1995;677,14
Soria;Actos quirúrgicos/quirófano;1994;582,50
Soria;Actos quirúrgicos/quirófano;1993;688,17
Soria;Actos quirúrgicos/quirófano;1992;433,67
Soria;Actos quirúrgicos/quirófano;1991;443,67
Soria;Partos/camas de obstetricia;2000;..
Soria;Partos/camas de obstetricia;1999;..
Soria;Partos/camas de obstetricia;1998;..
Soria;Partos/camas de obstetricia;1997;43,14
Soria;Partos/camas de obstetricia;1996;40,40
Soria;Partos/camas de obstetricia;1995;64,17
Soria;Partos/camas de obstetricia;1994;42,33
Soria;Partos/camas de obstetricia;1993;47,33
Soria;Partos/camas de obstetricia;1992;19,17
Soria;Partos/camas de obstetricia;1991;23,07
Soria;Necropsias/1.000 fallecidos;2000;..
Soria;Necropsias/1.000 fallecidos;1999;..
Soria;Necropsias/1.000 fallecidos;1998;..
Soria;Necropsias/1.000 fallecidos;1997;25,81
Soria;Necropsias/1.000 fallecidos;1996;43,48
Soria;Necropsias/1.000 fallecidos;1995;31,11
Soria;Necropsias/1.000 fallecidos;1994;28,80
Soria;Necropsias/1.000 fallecidos;1993;20,71
Soria;Necropsias/1.000 fallecidos;1992;16,35
Soria;Necropsias/1.000 fallecidos;1991;40,98
Valladolid;Grado de ocupación;2000;..
Valladolid;Grado de ocupación;1999;..
Valladolid;Grado de ocupación;1998;..
Valladolid;Grado de ocupación;1997;83,11
Valladolid;Grado de ocupación;1996;83,84
Valladolid;Grado de ocupación;1995;73,39
Valladolid;Grado de ocupación;1994;72,86
Valladolid;Grado de ocupación;1993;71,35
Valladolid;Grado de ocupación;1992;72,64
Valladolid;Grado de ocupación;1991;70,71
Valladolid;Promedio de estancias/enfermo;2000;..
Valladolid;Promedio de estancias/enfermo;1999;..
Valladolid;Promedio de estancias/enfermo;1998;..
Valladolid;Promedio de estancias/enfermo;1997;9,48
Valladolid;Promedio de estancias/enfermo;1996;9,73
Valladolid;Promedio de estancias/enfermo;1995;10,73
Valladolid;Promedio de estancias/enfermo;1994;9,84
Valladolid;Promedio de estancias/enfermo;1993;10,56
Valladolid;Promedio de estancias/enfermo;1992;10,54
Valladolid;Promedio de estancias/enfermo;1991;11,71
Valladolid;Índice de rotación;2000;..
Valladolid;Índice de rotación;1999;..
Valladolid;Índice de rotación;1998;..
Valladolid;Índice de rotación;1997;31,99
Valladolid;Índice de rotación;1996;31,47
Valladolid;Índice de rotación;1995;24,97
Valladolid;Índice de rotación;1994;27,03
Valladolid;Índice de rotación;1993;24,66
Valladolid;Índice de rotación;1992;25,15
Valladolid;Índice de rotación;1991;22,03
Valladolid;Actos quirúrgicos/quirófano;2000;..
Valladolid;Actos quirúrgicos/quirófano;1999;..
Valladolid;Actos quirúrgicos/quirófano;1998;..
Valladolid;Actos quirúrgicos/quirófano;1997;1.154,46
Valladolid;Actos quirúrgicos/quirófano;1996;1.104,54
Valladolid;Actos quirúrgicos/quirófano;1995;843,29
Valladolid;Actos quirúrgicos/quirófano;1994;824,83
Valladolid;Actos quirúrgicos/quirófano;1993;886,90
Valladolid;Actos quirúrgicos/quirófano;1992;892,27
Valladolid;Actos quirúrgicos/quirófano;1991;862,75
Valladolid;Partos/camas de obstetricia;2000;..
Valladolid;Partos/camas de obstetricia;1999;..
Valladolid;Partos/camas de obstetricia;1998;..
Valladolid;Partos/camas de obstetricia;1997;49,65
Valladolid;Partos/camas de obstetricia;1996;46,41
Valladolid;Partos/camas de obstetricia;1995;45,61
Valladolid;Partos/camas de obstetricia;1994;46,99
Valladolid;Partos/camas de obstetricia;1993;42,56
Valladolid;Partos/camas de obstetricia;1992;44,58
Valladolid;Partos/camas de obstetricia;1991;35,28
Valladolid;Necropsias/1.000 fallecidos;2000;..
Valladolid;Necropsias/1.000 fallecidos;1999;..
Valladolid;Necropsias/1.000 fallecidos;1998;..
Valladolid;Necropsias/1.000 fallecidos;1997;26,13
Valladolid;Necropsias/1.000 fallecidos;1996;24,65
Valladolid;Necropsias/1.000 fallecidos;1995;25,82
Valladolid;Necropsias/1.000 fallecidos;1994;37,39
Valladolid;Necropsias/1.000 fallecidos;1993;38,06
Valladolid;Necropsias/1.000 fallecidos;1992;36,90
Valladolid;Necropsias/1.000 fallecidos;1991;26,84
Zamora;Grado de ocupación;2000;..
Zamora;Grado de ocupación;1999;..
Zamora;Grado de ocupación;1998;..
Zamora;Grado de ocupación;1997;74,96
Zamora;Grado de ocupación;1996;76,67
Zamora;Grado de ocupación;1995;78,07
Zamora;Grado de ocupación;1994;70,74
Zamora;Grado de ocupación;1993;73,08
Zamora;Grado de ocupación;1992;66,91
Zamora;Grado de ocupación;1991;69,56
Zamora;Promedio de estancias/enfermo;2000;..
Zamora;Promedio de estancias/enfermo;1999;..
Zamora;Promedio de estancias/enfermo;1998;..
Zamora;Promedio de estancias/enfermo;1997;8,26
Zamora;Promedio de estancias/enfermo;1996;8,74
Zamora;Promedio de estancias/enfermo;1995;8,96
Zamora;Promedio de estancias/enfermo;1994;8,64
Zamora;Promedio de estancias/enfermo;1993;9,23
Zamora;Promedio de estancias/enfermo;1992;9,60
Zamora;Promedio de estancias/enfermo;1991;9,34
Zamora;Índice de rotación;2000;..
Zamora;Índice de rotación;1999;..
Zamora;Índice de rotación;1998;..
Zamora;Índice de rotación;1997;33,12
Zamora;Índice de rotación;1996;32,00
Zamora;Índice de rotación;1995;31,79
Zamora;Índice de rotación;1994;29,89
Zamora;Índice de rotación;1993;28,91
Zamora;Índice de rotación;1992;25,43
Zamora;Índice de rotación;1991;27,19
Zamora;Actos quirúrgicos/quirófano;2000;..
Zamora;Actos quirúrgicos/quirófano;1999;..
Zamora;Actos quirúrgicos/quirófano;1998;..
Zamora;Actos quirúrgicos/quirófano;1997;694,69
Zamora;Actos quirúrgicos/quirófano;1996;562,87
Zamora;Actos quirúrgicos/quirófano;1995;521,47
Zamora;Actos quirúrgicos/quirófano;1994;524,87
Zamora;Actos quirúrgicos/quirófano;1993;569,64
Zamora;Actos quirúrgicos/quirófano;1992;575,77
Zamora;Actos quirúrgicos/quirófano;1991;543,00
Zamora;Partos/camas de obstetricia;2000;..
Zamora;Partos/camas de obstetricia;1999;..
Zamora;Partos/camas de obstetricia;1998;..
Zamora;Partos/camas de obstetricia;1997;37,56
Zamora;Partos/camas de obstetricia;1996;37,68
Zamora;Partos/camas de obstetricia;1995;31,41
Zamora;Partos/camas de obstetricia;1994;34,72
Zamora;Partos/camas de obstetricia;1993;34,79
Zamora;Partos/camas de obstetricia;1992;29,20
Zamora;Partos/camas de obstetricia;1991;27,00
Zamora;Necropsias/1.000 fallecidos;2000;..
Zamora;Necropsias/1.000 fallecidos;1999;..
Zamora;Necropsias/1.000 fallecidos;1998;..
Zamora;Necropsias/1.000 fallecidos;1997;10,75
Zamora;Necropsias/1.000 fallecidos;1996;18,81
Zamora;Necropsias/1.000 fallecidos;1995;24,02
Zamora;Necropsias/1.000 fallecidos;1994;31,60
Zamora;Necropsias/1.000 fallecidos;1993;39,68
Zamora;Necropsias/1.000 fallecidos;1992;30,00
Zamora;Necropsias/1.000 fallecidos;1991;69,97
Castilla-La mancha;Grado de ocupación;2000;..
Castilla-La mancha;Grado de ocupación;1999;..
Castilla-La mancha;Grado de ocupación;1998;..
Castilla-La mancha;Grado de ocupación;1997;75,40
Castilla-La mancha;Grado de ocupación;1996;80,02
Castilla-La mancha;Grado de ocupación;1995;80,08
Castilla-La mancha;Grado de ocupación;1994;76,09
Castilla-La mancha;Grado de ocupación;1993;77,62
Castilla-La mancha;Grado de ocupación;1992;78,35
Castilla-La mancha;Grado de ocupación;1991;75,45
Castilla-La mancha;Promedio de estancias/enfermo;2000;..
Castilla-La mancha;Promedio de estancias/enfermo;1999;..
Castilla-La mancha;Promedio de estancias/enfermo;1998;..
Castilla-La mancha;Promedio de estancias/enfermo;1997;8,92
Castilla-La mancha;Promedio de estancias/enfermo;1996;9,54
Castilla-La mancha;Promedio de estancias/enfermo;1995;10,00
Castilla-La mancha;Promedio de estancias/enfermo;1994;10,08
Castilla-La mancha;Promedio de estancias/enfermo;1993;10,39
Castilla-La mancha;Promedio de estancias/enfermo;1992;11,02
Castilla-La mancha;Promedio de estancias/enfermo;1991;11,35
Castilla-La mancha;Índice de rotación;2000;..
Castilla-La mancha;Índice de rotación;1999;..
Castilla-La mancha;Índice de rotación;1998;..
Castilla-La mancha;Índice de rotación;1997;30,85
Castilla-La mancha;Índice de rotación;1996;30,61
Castilla-La mancha;Índice de rotación;1995;29,24
Castilla-La mancha;Índice de rotación;1994;27,55
Castilla-La mancha;Índice de rotación;1993;27,28
Castilla-La mancha;Índice de rotación;1992;25,96
Castilla-La mancha;Índice de rotación;1991;24,26
Castilla-La mancha;Actos quirúrgicos/quirófano;2000;..
Castilla-La mancha;Actos quirúrgicos/quirófano;1999;..
Castilla-La mancha;Actos quirúrgicos/quirófano;1998;..
Castilla-La mancha;Actos quirúrgicos/quirófano;1997;1.127,15
Castilla-La mancha;Actos quirúrgicos/quirófano;1996;947,98
Castilla-La mancha;Actos quirúrgicos/quirófano;1995;903,95
Castilla-La mancha;Actos quirúrgicos/quirófano;1994;829,61
Castilla-La mancha;Actos quirúrgicos/quirófano;1993;880,09
Castilla-La mancha;Actos quirúrgicos/quirófano;1992;794,54
Castilla-La mancha;Actos quirúrgicos/quirófano;1991;748,60
Castilla-La mancha;Partos/camas de obstetricia;2000;..
Castilla-La mancha;Partos/camas de obstetricia;1999;..
Castilla-La mancha;Partos/camas de obstetricia;1998;..
Castilla-La mancha;Partos/camas de obstetricia;1997;48,53
Castilla-La mancha;Partos/camas de obstetricia;1996;49,72
Castilla-La mancha;Partos/camas de obstetricia;1995;52,91
Castilla-La mancha;Partos/camas de obstetricia;1994;50,47
Castilla-La mancha;Partos/camas de obstetricia;1993;49,57
Castilla-La mancha;Partos/camas de obstetricia;1992;47,08
Castilla-La mancha;Partos/camas de obstetricia;1991;45,00
Castilla-La mancha;Necropsias/1.000 fallecidos;2000;..
Castilla-La mancha;Necropsias/1.000 fallecidos;1999;..
Castilla-La mancha;Necropsias/1.000 fallecidos;1998;..
Castilla-La mancha;Necropsias/1.000 fallecidos;1997;35,68
Castilla-La mancha;Necropsias/1.000 fallecidos;1996;27,97
Castilla-La mancha;Necropsias/1.000 fallecidos;1995;38,53
Castilla-La mancha;Necropsias/1.000 fallecidos;1994;38,53
Castilla-La mancha;Necropsias/1.000 fallecidos;1993;43,17
Castilla-La mancha;Necropsias/1.000 fallecidos;1992;58,58
Castilla-La mancha;Necropsias/1.000 fallecidos;1991;57,35
Albacete;Grado de ocupación;2000;..
Albacete;Grado de ocupación;1999;..
Albacete;Grado de ocupación;1998;..
Albacete;Grado de ocupación;1997;72,39
Albacete;Grado de ocupación;1996;79,22
Albacete;Grado de ocupación;1995;76,58
Albacete;Grado de ocupación;1994;72,51
Albacete;Grado de ocupación;1993;75,49
Albacete;Grado de ocupación;1992;73,75
Albacete;Grado de ocupación;1991;76,53
Albacete;Promedio de estancias/enfermo;2000;..
Albacete;Promedio de estancias/enfermo;1999;..
Albacete;Promedio de estancias/enfermo;1998;..
Albacete;Promedio de estancias/enfermo;1997;6,79
Albacete;Promedio de estancias/enfermo;1996;7,54
Albacete;Promedio de estancias/enfermo;1995;7,57
Albacete;Promedio de estancias/enfermo;1994;7,97
Albacete;Promedio de estancias/enfermo;1993;8,27
Albacete;Promedio de estancias/enfermo;1992;8,59
Albacete;Promedio de estancias/enfermo;1991;9,11
Albacete;Índice de rotación;2000;..
Albacete;Índice de rotación;1999;..
Albacete;Índice de rotación;1998;..
Albacete;Índice de rotación;1997;38,90
Albacete;Índice de rotación;1996;38,34
Albacete;Índice de rotación;1995;36,92
Albacete;Índice de rotación;1994;33,19
Albacete;Índice de rotación;1993;33,30
Albacete;Índice de rotación;1992;31,33
Albacete;Índice de rotación;1991;30,68
Albacete;Actos quirúrgicos/quirófano;2000;..
Albacete;Actos quirúrgicos/quirófano;1999;..
Albacete;Actos quirúrgicos/quirófano;1998;..
Albacete;Actos quirúrgicos/quirófano;1997;1.294,71
Albacete;Actos quirúrgicos/quirófano;1996;1.225,19
Albacete;Actos quirúrgicos/quirófano;1995;1.138,05
Albacete;Actos quirúrgicos/quirófano;1994;1.002,04
Albacete;Actos quirúrgicos/quirófano;1993;1.005,32
Albacete;Actos quirúrgicos/quirófano;1992;933,33
Albacete;Actos quirúrgicos/quirófano;1991;796,90
Albacete;Partos/camas de obstetricia;2000;..
Albacete;Partos/camas de obstetricia;1999;..
Albacete;Partos/camas de obstetricia;1998;..
Albacete;Partos/camas de obstetricia;1997;57,42
Albacete;Partos/camas de obstetricia;1996;60,34
Albacete;Partos/camas de obstetricia;1995;62,41
Albacete;Partos/camas de obstetricia;1994;63,71
Albacete;Partos/camas de obstetricia;1993;48,61
Albacete;Partos/camas de obstetricia;1992;46,64
Albacete;Partos/camas de obstetricia;1991;43,23
Albacete;Necropsias/1.000 fallecidos;2000;..
Albacete;Necropsias/1.000 fallecidos;1999;..
Albacete;Necropsias/1.000 fallecidos;1998;..
Albacete;Necropsias/1.000 fallecidos;1997;31,69
Albacete;Necropsias/1.000 fallecidos;1996;23,18
Albacete;Necropsias/1.000 fallecidos;1995;45,04
Albacete;Necropsias/1.000 fallecidos;1994;23,28
Albacete;Necropsias/1.000 fallecidos;1993;28,47
Albacete;Necropsias/1.000 fallecidos;1992;32,48
Albacete;Necropsias/1.000 fallecidos;1991;28,25
Ciudad Real;Grado de ocupación;2000;..
Ciudad Real;Grado de ocupación;1999;..
Ciudad Real;Grado de ocupación;1998;..
Ciudad Real;Grado de ocupación;1997;67,86
Ciudad Real;Grado de ocupación;1996;74,26
Ciudad Real;Grado de ocupación;1995;74,89
Ciudad Real;Grado de ocupación;1994;73,01
Ciudad Real;Grado de ocupación;1993;75,51
Ciudad Real;Grado de ocupación;1992;77,05
Ciudad Real;Grado de ocupación;1991;76,32
Ciudad Real;Promedio de estancias/enfermo;2000;..
Ciudad Real;Promedio de estancias/enfermo;1999;..
Ciudad Real;Promedio de estancias/enfermo;1998;..
Ciudad Real;Promedio de estancias/enfermo;1997;6,66
Ciudad Real;Promedio de estancias/enfermo;1996;7,43
Ciudad Real;Promedio de estancias/enfermo;1995;8,05
Ciudad Real;Promedio de estancias/enfermo;1994;7,87
Ciudad Real;Promedio de estancias/enfermo;1993;7,98
Ciudad Real;Promedio de estancias/enfermo;1992;8,18
Ciudad Real;Promedio de estancias/enfermo;1991;8,44
Ciudad Real;Índice de rotación;2000;..
Ciudad Real;Índice de rotación;1999;..
Ciudad Real;Índice de rotación;1998;..
Ciudad Real;Índice de rotación;1997;37,19
Ciudad Real;Índice de rotación;1996;36,45
Ciudad Real;Índice de rotación;1995;33,96
Ciudad Real;Índice de rotación;1994;33,86
Ciudad Real;Índice de rotación;1993;34,56
Ciudad Real;Índice de rotación;1992;34,38
Ciudad Real;Índice de rotación;1991;32,99
Ciudad Real;Actos quirúrgicos/quirófano;2000;..
Ciudad Real;Actos quirúrgicos/quirófano;1999;..
Ciudad Real;Actos quirúrgicos/quirófano;1998;..
Ciudad Real;Actos quirúrgicos/quirófano;1997;1.120,13
Ciudad Real;Actos quirúrgicos/quirófano;1996;856,29
